lemma,score
отказываться,-1
забрасывать,-1
оставление,-1
авво,1
отведение,-1
отклоняться,-1
аберрация,-1
питать,-1
отвратительный,-1
способность,1
унижать,-1
ненормальный,-1
упразднять,-1
отмена,-1
отвратительный,-1
мерзость,-1
выкидывать,-1
аборт,-1
абортивный,-1
вышеупомягать,1
истирание,-1
упразднять,-1
абсцесса,-1
отсутствие,-1
нет,-1
отсутствовать,-1
абсентеизм,-1
абсолютный,1
отпущение,1
поглощать,1
абсурд,-1
нелепость,-1
изобилие,-1
изобилие,1
обильный,1
злоупотребление,-1
бездонный,-1
бездна,-1
академический,1
академия,1
приемлемо,1
принятие,1
доступный,1
авария,-1
случайный,-1
акколад,1
жилье,1
сопровождение,1
выполнять,1
осуществлять,1
достижение,1
согласие,1
подотчетность,1
подотчетный,1
аккредитовать,1
Accueil,1
точный,1
проклявать,-1
обвинение,-1
винительный,-1
обвинять,-1
обвинитель,-1
обвинение,-1
туз,1
боль,-1
достигать,1
достижение,1
болящий,-1
кислота,-1
подтверждение,1
приобретать,1
приобретение,1
акробат,1
действие,1
действать,-1
фактический,1
острота,1
сообразительность,1
адаптироваться,1
адаптироваться,1
сумматор,-1
зависимость,-1
адрес,1
искусный,1
достаточность,1
жировой,-1
выносить,-1
адъюнкт,1
замечательный,1
адмирал,1
восхищение,1
восхищаться,1
обожатель,1
допустить,1
замечание,-1
обожать,1
обожание,1
обожать,1
дрейфовать,-1
фальсифицировать,-1
прелюбодеяние,-1
продвижение,1
передовая,1
продвижение,1
преимущество,1
выгодный,1
приход,1
приключение,1
предприимчивый,1
состязательный,-1
неблагоприятный,-1
напасть,-1
рекомендовать,1
консультировать,1
консультант,1
пропаганда,1
эстетический,1
эстетика,1
приветливый,1
привязанность,1
аффилировать,1
утверждать,1
утверждение,1
утвердительный,1
утвердительно,1
тревожить,-1
страдать,-1
недуг,-1
наплыв,1
полноводный,1
позволять,1
оскорбление,-1
бояться,-1
отава,-1
осадок,-1
aga,1
усугублять,-1
ухудшать,-1
усугубление,-1
агрессия,-1
агрессивный,-1
агрессор,-1
ошеломлять,-1
проворный,1
проворство,1
взволновывать,-1
агитация,-1
мучительный,-1
агония,-1
давать,1
приятный,1
согласовывать,1
соглашаться,1
соглашение,1
сельский,1
на,-1
впереди,1
помощь,1
пособничество,1
Айывать,-1
больной,-1
бесцельный,-1
ария,-1
алебастр,1
аварийный,-1
тревожный,-1
алкоголизм,-1
настороженность,1
инопланетянин,-1
отчуждать,-1
отчуждать,-1
отчуждение,-1
питание,1
алимент,-1
в,1
смягчать,1
утверждение,-1
утверждать,-1
верность,1
аллегро,1
смягчать,1
облегчение,1
союзный,1
допустить,1
завлекать,1
заманчивый,1
союзник,1
всемогущий,1
алох,1
отчуждать,-1
перебранка,-1
удивительно,1
посол,1
двусмыслать,-1
амбиция,1
засада,-1
улучшать,1
аминь,1
поддаться,1
изменять,1
возмещение,1
удобство,1
любезный,1
дружный,1
амнезия,-1
амнистировать,1
любовь,1
амфетамин,-1
озадачивать,1
довольный,1
развлечение,1
забавный,1
анаконд,-1
анальный,-1
аналитик,1
анархизм,-1
анархист,-1
анархия,-1
анафем,-1
якорь,1
анкеровка,1
древний,-1
ангел,1
ангельский,1
гнев,-1
стенокардия,-1
ужение,-1
сердитый,-1
мучение,-1
оживлять,1
мультипликационный,1
злоба,-1
предубеждение,-1
аннигилировать,-1
уничтожать,-1
уничтожение,-1
раздражать,-1
досада,-1
раздражать,-1
кассировать,-1
упразднение,-1
аномалия,-1
анонимный,-1
антагонизм,-1
антагонист,-1
антагонистический,-1
сибирский,-1
антибиотик,1
антихрист,-1
антидот,1
противогрибковый,1
антипатия,-1
устарелый,-1
античный,1
антисептик,1
антиобщественный,-1
антитез,-1
тревожность,-1
озабочивать,-1
апаша,-1
апатичный,-1
апатия,-1
тля,-1
апломба,1
апологетический,1
приносить,1
апология,1
апостол,1
ужасать,-1
аппендицит,-1
аплодисменты,1
признательность,1
опасение,-1
опасаться,-1
апробация,1
присвоение,-1
утверждение,1
одобрять,1
утверждение,1
склонный,1
уместность,1
археология,1
архаичный,-1
пылкий,1
пыл,1
трудный,-1
спорить,-1
аргумент,-1
аргументировать,-1
засушливый,-1
аристократия,1
аристократический,1
вооружение,-1
вооружать,-1
вооружать,1
броня,1
аромат,1
пробуждать,1
предъявление,-1
массив,1
задолженность,-1
арестовывать,-1
высокомерие,-1
высокомерный,-1
мышьяк,-1
поджог,-1
изобразительный,1
артикулировать,1
сочленение,1
артиллерия,-1
ремесленник,1
артист,1
художественный,1
доминировать,1
восхождение,1
ясень,-1
совестно,-1
пепел,-1
стремление,1
стремиться,1
стремиться,1
жоп,-1
нападывать,-1
зачинщик,-1
убийца,-1
убивать,-1
убийство,-1
нападение,-1
сборка,1
соизволение,1
утверждать,1
актив,1
Мудак,-1
помощь,1
помощь,1
ассоциировать,1
успокаивать,1
гарантия,1
уверенный,1
изумительно,1
удивление,1
заблуждаться,-1
вяжущее,-1
астролог,1
космонавт,1
астроном,1
проницательный,1
убежище,-1
атеизм,-1
атеросклероз,-1
спортсмен,1
спортивный,1
атом,1
искупать,1
расплата,1
отвратительный,-1
зверство,-1
атрофия,-1
прикрепление,1
атака,-1
нападающий,-1
достижить,1
достижение,1
служитель,1
внимание,1
внимательный,1
ослаблять,-1
затухание,-1
удостоверять,1
адвокат,1
привлечение,1
привлекательность,1
дерзость,-1
увеличивать,1
августейать,1
тетка,1
аура,1
благоприятный,1
аскетический,-1
строгость,-1
аутентичный,1
подлинность,1
автор,1
авторитетный,1
власть,1
авторизация,1
уполномочать,1
самодержавный,-1
вскрытие,-1
лавина,-1
алчность,-1
аватар,1
мститель,-1
прочь,-1
антипатия,-1
избегать,-1
уклонение,-1
награда,1
ужасный,-1
неловкость,-1
косо,-1
а,1
да,1
лепть,-1
болтовня,-1
бабуин,-1
детка,1
степень,1
позвоночник,1
назад,-1
назад,-1
заводь,-1
бактерия,-1
бактерия,-1
плохо,-1
барсук,-1
плохо,-1
негодность,-1
судебный,-1
приманка,-1
баланс,1
балансировать,1
тюк,-1
брус,-1
баллада,1
балет,1
голосование,1
бальз,-1
бальз,1
бальз,1
запрет,-1
бандить,-1
отрава,-1
бы,-1
сосиска,-1
отгонять,-1
изгнать,-1
высылка,-1
банкрот,-1
банкротство,-1
банкет,1
сирена,-1
крещение,1
крестильный,1
бородка,-1
варвар,-1
варварский,-1
варварство,-1
бард,1
сделка,1
лай,-1
запрещать,-1
бесплодный,-1
баррикада,-1
барьер,-1
необоснованный,-1
баскетбол,1
ублюдок,-1
бастион,1
ванна,1
долбить,-1
разбивать,-1
аккумулятора,-1
боевой,-1
бороться,-1
поле,-1
похабный,-1
штыковой,-1
луч,1
лучезарный,1
податель,-1
зверь,-1
зверский,-1
битье,-1
благоустройство,1
красивый,1
украшать,1
красота,1
коренный,1
пиво,1
случаться,-1
подходить,1
помогать,1
очень,-1
нищий,-1
нищенство,-1
бегемота,-1
признательный,-1
запоздалый,-1
полагать,1
умалять,-1
воинствать,-1
ремень,-1
клещи,-1
благодетель,1
выгодный,1
выгода,1
благожелательность,1
доброкачествать,1
скорбеть,-1
тяжелый,-1
лишать,-1
неистовый,-1
спальный,1
развратный,-1
предавать,-1
предательство,-1
обручать,1
улучшение,1
напиток,1
остерегаться,-1
озадачивать,-1
смещение,-1
пристрастный,-1
библейский,1
ссора,-1
одр,-1
изувер,-1
нетерпимый,-1
желчь,-1
двуязычный,1
биопсия,-1
береза,-1
рождение,1
день,1
место,-1
сука,-1
укусить,-1
горький,-1
горечь,-1
эксцентричный,-1
черный,-1
Блэк,-1
шантажировать,-1
чернота,-1
вина,-1
безупречный,1
ласковый,-1
богохульный,-1
богохульство,-1
взрыв,-1
вопиющий,-1
болтовня,-1
полыхать,-1
мрачный,-1
кровотечение,-1
порок,-1
благословлять,1
благословать,1
благословение,1
благословение,1
отравлять,-1
омрачать,-1
слепой,-1
ослеплять,-1
слепо,-1
слепота,-1
блаженство,1
блажать,1
волдырь,-1
раздутый,-1
капля,-1
блокада,-1
бескровный,1
кровопролитие,-1
кровожадный,-1
кровавый,-1
цветение,1
цвесть,1
пятно,-1
воздуходувка,-1
дуть,-1
блюз,-1
утес,-1
просчет,-1
пятно,-1
размывать,-1
румянец,-1
хвастовство,-1
хвастовство,1
хвастовство,-1
телохранитель,1
трясина,-1
фиктивный,-1
кипятить,-1
шаблонный,-1
неистовый,-1
неистовый,1
жирный,1
смелость,1
поддерживать,1
бомбить,-1
бомбардировать,-1
бомбардировка,-1
бомбил,-1
золотой,1
зависимость,-1
облигация,-1
бонна,1
бонус,1
ба,-1
балбо,-1
книжный,1
книжный,1
библиофила,-1
библиофила,1
благодеяние,1
выпивка,-1
расточка,-1
скука,-1
скучный,-1
заемщик,-1
беспокоить,-1
утруждать,-1
дно,-1
связывать,-1
обильный,1
щедрость,1
букет,1
бой,-1
бычий,-1
мальчик,-1
бойкотировать,-1
хвастать,-1
мозг,1
бренди,-1
бравада,-1
храбрость,1
скандаливать,-1
наглый,-1
нарушение,-1
ломать,-1
завтрак,1
головокружительный,-1
расставаться,-1
взятка,-1
взяточничество,-1
свадебный,1
невеста,1
жених,1
подружка,1
бригада,-1
сиять,1
яркость,1
блестящий,1
сер,-1
щетина,-1
бортовой,-1
парча,1
жарить,-1
ломать,-1
ломать,-1
бордель,-1
брат,1
братство,1
братский,1
синяк,-1
главный,-1
зверский,-1
зверство,-1
скотина,-1
доллар,-1
доллар,1
дружище,1
буфета,-1
ошибка,-1
пугать,-1
строить,1
здание,1
луковичный,-1
бульдог,1
пуленепробиваемый,1
задира,-1
бомж,-1
лентять,-1
буе,1
обременительный,-1
бюрократия,-1
бюрократ,-1
взломщик,-1
кража,-1
захоронение,-1
хоронить,-1
мять,-1
сжигать,-1
звонкий,1
лопаться,-1
мясник,-1
дворецкий,1
приклад,-1
маслянистый,1
добродушный,1
жужжание,1
жужжать,-1
такси,1
интрига,-1
кабинет,1
какофония,-1
х,-1
труп,-1
кафе,1
клетка,-1
расчет,-1
калькулятор,1
теленок,1
черствый,-1
звонок,-1
спокойный,1
агитация,-1
канарейка,1
отмена,-1
рака,-1
беспристрастный,1
кандидат,1
засахаривать,1
стомащать,-1
каннибал,-1
людоедство,-1
пушка,-1
капиталистический,1
капитан,1
пленять,1
пленительный,1
пленник,-1
неволя,-1
капер,-1
захватывать,-1
туша,-1
карцином,-1
кардиомиопатия,-1
карьера,1
осторожный,1
внимательно,1
небрежность,-1
ласка,1
смотритель,1
карикатура,-1
кариес,-1
резня,-1
плотский,-1
плотоядный,-1
Кэрол,1
картель,-1
каскад,1
дело,-1
денежный,1
шкатулка,-1
каста,-1
несчастный,-1
катаракта,-1
катастрофа,-1
категорический,1
угождать,1
слабительный,1
кафедральный,1
катетер,-1
осторожность,-1
осторожный,1
осторожно,1
уступать,-1
знаменитый,1
праздновать,1
праздник,1
знаменитость,-1
знаменитость,1
астрономический,1
кладбище,-1
цензор,-1
порицание,-1
центр,1
центурион,1
церебральный,1
церемония,1
определенность,1
налог,-1
прекращение,-1
высевка,-1
растирание,-1
огорчение,-1
председатель,1
председательница,1
вызов,-1
чемпион,1
песнопение,1
хаос,-1
хаотичный,-1
шарад,-1
оплата,-1
зарядный,1
благотворительный,1
благотворительный,1
очарование,1
чаровать,-1
чаровать,1
обаятельный,1
гнать,-1
наказание,-1
целомудрие,1
болтовня,1
болтливый,-1
дешево,-1
мошенничать,-1
контрольный,1
ур,1
веселый,1
бодрость,1
ободрять,1
бодрый,1
чизкейк,-1
химик,1
лелеять,1
вишня,1
придираться,-1
атаман,1
ребенок,1
детство,1
детский,-1
зябко,-1
чириканье,1
долото,1
рыцарство,1
хлороформа,-1
шоколад,1
выбор,1
хор,1
удушение,-1
холера,-1
нарубивать,-1
хоровой,1
случайный,-1
хор,1
выбирать,1
густой,1
хронический,-1
хроника,1
посмеиваться,1
церковь,1
сидр,1
сигарета,-1
обрезание,1
обход,-1
обход,1
гражданин,1
гражданской,1
любезность,1
цивилизация,1
цивилизовать,1
ясновидить,1
ропот,-1
хлопать,1
прояснять,1
столкновение,-1
сталкиваться,-1
классический,1
классический,1
классика,1
классифицировать,1
коготь,-1
чистый,1
уборка,1
чистота,1
чисто,1
чистить,1
очищать,1
зазор,1
ясность,1
конторский,1
умный,1
одаренность,1
кульминация,1
монастырь,-1
близость,1
закрытие,1
облекать,1
дымчимать,-1
облачность,-1
клоун,1
глыба,-1
топорный,-1
коалиция,1
берег,1
кокаина,-1
принуждать,-1
принуждение,-1
сосуществовать,1
гроб,-1
убедительный,1
познавательный,1
согласованность,1
последовательный,1
плочеть,1
холодно,-1
холодно,-1
холодность,-1
колика,-1
коллапс,-1
коллективно,1
столкновение,-1
сговор,-1
полковник,1
колоссальный,1
комо,-1
коматозный,-1
бой,-1
строева,-1
драчливый,-1
комфорт,1
комендант,1
командующий,1
чтить,1
поминовение,1
памятный,1
рекомендовать,1
похвальный,1
комментатор,1
совершение,-1
привержать,1
коммодор,1
содружество,1
заварух,-1
общаться,1
коммуникативный,1
общение,1
коммунизм,-1
коммунист,-1
сообщество,1
коммутация,1
ездить,1
компаньон,1
сострадание,1
сострадательный,1
совместимость,1
совместать,1
неотразимый,1
компенсировать,1
компенсационный,1
компетентность,1
правомочность,1
компетентный,1
соревнование,-1
самодовольство,1
жаловаться,-1
жалоба,-1
дополнение,1
дополнительный,1
полность,1
полнота,1
комплектующая,1
завершение,1
в,-1
сложность,-1
соблюдение,1
уступчивый,1
усложнять,-1
сложно,-1
усложнение,-1
соучастие,-1
соучастие,1
комплимент,1
состоять,1
композитор,1
компост,-1
хладнокровие,1
постигать,1
комплексный,1
принуждение,-1
обязательный,-1
товарищ,1
скрывать,-1
скрывать,-1
маскировка,-1
тщеславие,-1
тщеславный,-1
концентрический,1
соглашательство,1
итоговый,1
созвучие,1
согласование,1
сотрясение,-1
осуждать,-1
осуждение,-1
снисходительный,-1
снисходительность,-1
соболезнование,1
освобождать,1
способствовать,1
проводимость,1
конфедерат,1
исповедовать,-1
исповедовать,1
признание,-1
уверенность,1
уверенный,1
ограничивать,-1
ограничивать,-1
лишение,-1
подтверждать,1
конфисковывать,-1
конфискация,-1
пожарище,-1
конфликт,-1
противоречивый,-1
соответствие,1
смешивать,-1
срамить,-1
путать,-1
путаница,-1
конгениальный,1
перегруженность,-1
поздравительный,1
конгрегация,1
конгруэнтность,1
колдовать,-1
знаток,1
покорение,-1
совесть,1
добросовестный,1
сознание,1
освящение,1
сохранение,1
консервировать,1
значительный,1
внимательный,1
консистенция,1
консоль,1
согласный,1
заговорщик,-1
сговариваться,-1
постоянство,1
постоянная,1
испуг,-1
запор,-1
конституционный,1
сдерживать,-1
ограничивать,-1
ограничение,-1
сооружать,1
консуммировать,1
контакт,1
зараза,-1
заразительный,-1
загрязнять,-1
загрязнять,-1
загрязнение,-1
созерцание,1
презрение,-1
презрать,-1
презрительный,-1
содержание,1
сварливый,-1
продолжать,1
контур,1
контрабанда,-1
контракт,-1
противоречить,-1
противоречие,-1
противоречивый,-1
вопрек,-1
контрастировать,-1
нарушать,-1
нарушение,-1
делать,1
участник,1
спорный,-1
полемика,-1
удобство,1
удобный,1
монастырь,1
условность,1
сведуть,1
диалоговый,1
конвертировать,1
осуждать,-1
убеждение,-1
убеждать,1
круто,1
прохлада,1
курятник,-1
сотрудничать,1
взаимодействовать,1
сотрудничество,1
кооператив,1
копия,-1
обезьяна,-1
ядро,1
коронация,1
коронер,-1
телесный,-1
корпорация,1
телесный,1
труп,-1
коррекция,-1
корректив,1
переписка,1
подкреплять,1
коррозия,-1
коррозионный,-1
продажный,-1
развращать,-1
коррупция,-1
космополит,1
уютный,1
кашель,-1
совет,1
адвокат,1
консультант,-1
консультант,1
подсчитывать,1
графиня,1
мужество,1
отважный,1
охота,-1
учтивый,1
учтивость,1
ухаживание,1
бухточка,1
завет,1
жаждать,-1
трусы,-1
трусость,-1
трусливый,-1
раздражительный,-1
трещина,-1
треснуть,-1
растрескивание,-1
колыбель,1
ремесло,1
ремесленник,1
судорога,-1
ограничивать,-1
кривошип,-1
капризный,-1
дерьмо,-1
авария,-1
ползать,-1
сумасшедший,-1
псий,-1
скрипучий,-1
крь,1
создавать,1
творческий,1
существо,-1
доверие,1
мандат,1
правдоподобие,1
заслуживать,1
кредит,1
похвальный,1
зачислена,1
ползать,-1
крещендо,1
преступление,-1
преступник,-1
преступность,-1
съеживаться,-1
калечить,-1
калек,-1
кризис,-1
хрустеть,-1
критик,-1
критик,-1
критиковать,-1
рецензия,1
плут,-1
пересекать,-1
Крадущийся,-1
венчать,1
ключевой,1
крестообразный,-1
распятие,-1
сырой,-1
жестокий,-1
жестоко,-1
жестокость,-1
рушиться,-1
хруст,-1
крестовый,-1
раздавливать,-1
дробление,-1
раздражительный,-1
плакать,-1
плач,-1
крипт,-1
кристалл,1
рогоносец,-1
кукушка,-1
прижиматься,1
кулинарный,1
браковывать,-1
кульминация,1
виновность,-1
виновный,-1
преступник,-1
культ,-1
культивировать,1
культурный,1
выращивание,1
культура,1
громоздкий,-1
хитрость,-1
хитрость,1
применение,-1
дворняжка,-1
излечивать,1
любопытство,1
локно,1
проклятие,-1
проклить,-1
чертыхаться,-1
беглый,-1
дивать,1
клиент,1
милый,1
резак,-1
резак,1
беспощадный,-1
резко,-1
цианид,-1
циклон,-1
киста,-1
вирус,-1
вмешивать,-1
демон,-1
бесшабашный,-1
кинжать,-1
наносить,-1
убыток,-1
дама,1
черт,-1
проклятие,-1
проклявать,-1
демпфера,-1
танец,1
перхоть,-1
денди,-1
опасность,-1
опасный,-1
отважный,1
темнеть,-1
темнеть,-1
темнота,-1
дорога,1
пунктирный,-1
лиха,1
подлый,-1
дочь,1
рассвет,1
изумлять,-1
дезактивировать,-1
тупик,-1
смертоносный,-1
глуха,-1
по,1
уважать,1
смерть,-1
ледоход,-1
обсуждение,1
разврат,-1
мусор,-1
долг,-1
должник,-1
распад,-1
гнилой,-1
умерать,-1
обман,-1
лживый,-1
обманывать,-1
обматывать,-1
обман,-1
порядочность,1
порядочный,1
обман,-1
обманчивый,-1
декларативный,1
склонение,-1
снижение,-1
отказ,-1
разложение,-1
снижение,-1
декремент,-1
дряхлый,-1
порицать,-1
самоотверженность,1
вычитать,-1
диффамация,-1
клеветнический,-1
по,-1
поражение,-1
побеждать,-1
дефект,-1
отступничество,-1
дефектный,-1
защищать,1
защищать,1
защитник,1
защита,1
защита,1
беззащитный,-1
почтительный,1
отсрочка,-1
неповиновение,-1
дерзкий,-1
дефицит,-1
дефицит,-1
окончательный,1
выкачивать,-1
дефляция,-1
деформировать,-1
уродливый,-1
уродство,-1
выманивать,-1
умерать,-1
игнорировать,-1
вырождение,-1
вырождаться,-1
деградация,-1
деградировать,-1
унижать,-1
степень,1
задержк,-1
задерживаться,-1
прелестный,1
делегат,1
вредный,-1
удаление,-1
преднамерать,1
вкусно,1
восторг,1
Обрадовать,1
восхитительный,1
просрочка,-1
правонарушитель,-1
бредовый,-1
бред,-1
избавление,1
доставка,1
потоп,-1
наваждение,-1
бредовый,-1
спрос,-1
требовательный,-1
безумный,-1
слабоумие,-1
кончина,-1
демократия,1
носить,-1
снос,-1
демон,-1
демонический,-1
доказуть,1
демонстративный,1
деморализовать,-1
отказ,-1
отказывать,-1
денонсировать,-1
денонсация,-1
отрицать,-1
отрицать,-1
отбывать,-1
выать,-1
зависимость,-1
зависимость,-1
зависимый,-1
зависимый,1
прискорбный,-1
оплакивать,-1
депортировать,-1
депортация,-1
развращать,-1
развращенность,-1
амортизировать,-1
амортизироваться,-1
амортизация,-1
угнетывать,-1
давить,-1
унылый,-1
депрессия,-1
депрессивный,-1
лишение,-1
глубина,1
ненормальный,-1
покигивать,-1
осмеяние,-1
умаление,-1
уничижительный,-1
описательный,1
осквернение,-1
пустыня,-1
пустынный,-1
оставление,-1
заслуживать,1
заслуживать,1
дизайнер,1
желательный,1
желать,1
жаждущий,1
воздерживаться,-1
опустошение,-1
отчаяние,-1
отчаяться,-1
отчаянный,-1
презрать,-1
презирать,-1
деспотический,-1
деспотизм,-1
место,1
нуждаться,-1
разрушать,-1
разрушитель,-1
разрушать,-1
разрушение,-1
разрушительный,-1
отслойка,-1
задерживать,-1
держать,-1
обнаруживать,1
обнаружение,1
задержание,-1
ухудшать,-1
ухудшаться,-1
ухудшение,-1
определение,1
определять,1
