Actor1CountryCode,DATE월,레코드 수
ECU,2016년 2월,2
ECU,2016년 3월,1
ECU,2017년 2월,2
ECU,2017년 3월,2
ECU,2017년 4월,3
ECU,2017년 5월,6
ECU,2017년 6월,1
ECU,2017년 9월,13
DZA,2015년 3월,4
DZA,2015년 10월,2
DZA,2016년 2월,5
DZA,2016년 9월,2
DZA,2016년 11월,4
DZA,2017년 2월,2
DZA,2017년 4월,3
DZA,2017년 9월,2
DOM,2015년 1월,2
DOM,2017년 2월,1
DOM,2017년 6월,1
DOM,2018년 1월,5
DOM,2018년 5월,1
DNK,2015년 1월,1
DNK,2015년 3월,2
DNK,2015년 6월,7
DNK,2015년 8월,3
DNK,2015년 9월,3
DNK,2015년 10월,1
DNK,2016년 2월,1
DNK,2016년 3월,1
DNK,2016년 4월,3
DNK,2016년 6월,1
DNK,2016년 7월,1
DNK,2016년 11월,1
DNK,2017년 1월,1
DNK,2017년 2월,2
DNK,2017년 3월,6
DNK,2017년 4월,10
DNK,2017년 6월,1
DNK,2017년 8월,8
DNK,2017년 9월,12
DNK,2017년 10월,21
DNK,2017년 11월,8
DNK,2017년 12월,4
DNK,2018년 1월,1
DNK,2018년 3월,6
DNK,2018년 5월,2
DNK,2018년 6월,1
DMA,2016년 2월,1
DMA,2018년 1월,3
DMA,2018년 5월,3
DJI,2018년 3월,82
DEU,2015년 1월,23
DEU,2015년 2월,13
DEU,2015년 3월,13
DEU,2015년 4월,33
DEU,2015년 5월,11
DEU,2015년 6월,42
DEU,2015년 7월,11
DEU,2015년 8월,17
DEU,2015년 9월,22
DEU,2015년 10월,24
DEU,2015년 12월,25
DEU,2016년 1월,48
DEU,2016년 2월,84
DEU,2016년 3월,18
DEU,2016년 4월,27
DEU,2016년 5월,22
DEU,2016년 6월,12
DEU,2016년 7월,39
DEU,2016년 8월,31
DEU,2016년 9월,61
DEU,2016년 10월,14
DEU,2016년 11월,7
DEU,2016년 12월,13
DEU,2017년 1월,12
DEU,2017년 2월,73
DEU,2017년 3월,35
DEU,2017년 4월,161
DEU,2017년 5월,132
DEU,2017년 6월,31
DEU,2017년 7월,552
DEU,2017년 8월,239
DEU,2017년 9월,524
DEU,2017년 10월,82
DEU,2017년 11월,88
DEU,2017년 12월,44
DEU,2018년 1월,29
DEU,2018년 2월,61
DEU,2018년 3월,81
DEU,2018년 4월,93
DEU,2018년 5월,47
DEU,2018년 6월,31
CZE,2015년 2월,15
CZE,2015년 3월,3
CZE,2015년 4월,2
CZE,2015년 7월,12
CZE,2015년 12월,8
CZE,2016년 1월,1
CZE,2016년 2월,2
CZE,2016년 3월,10
CZE,2016년 5월,23
CZE,2016년 6월,3
CZE,2016년 8월,2
CZE,2016년 9월,1
CZE,2016년 11월,3
CZE,2016년 12월,2
CZE,2017년 2월,6
CZE,2017년 3월,9
CZE,2017년 4월,26
CZE,2017년 5월,9
CZE,2017년 7월,4
CZE,2017년 9월,5
CZE,2017년 10월,5
CZE,2017년 11월,1
CZE,2018년 2월,3
CZE,2018년 3월,1
CZE,2018년 4월,1
CYP,2015년 1월,2
CYP,2016년 2월,4
CYP,2016년 6월,2
CYP,2016년 9월,11
CYP,2017년 1월,2
CYP,2017년 2월,3
CYP,2017년 5월,1
CYP,2017년 8월,1
CYP,2017년 11월,2
CYP,2018년 4월,1
CYP,2018년 5월,1
CYM,2017년 3월,1
CUB,2015년 1월,34
CUB,2015년 2월,2
CUB,2015년 3월,72
CUB,2015년 4월,54
CUB,2015년 5월,7
CUB,2015년 6월,51
CUB,2015년 7월,19
CUB,2015년 8월,21
CUB,2015년 9월,116
CUB,2015년 10월,21
CUB,2015년 11월,8
CUB,2015년 12월,3
CUB,2016년 1월,38
CUB,2016년 2월,20
CUB,2016년 3월,32
CUB,2016년 4월,19
CUB,2016년 5월,51
CUB,2016년 6월,111
CUB,2016년 7월,56
CUB,2016년 8월,12
CUB,2016년 9월,99
CUB,2016년 10월,16
CUB,2016년 11월,113
CUB,2016년 12월,84
CUB,2017년 1월,16
CUB,2017년 2월,9
CUB,2017년 3월,20
CUB,2017년 4월,33
CUB,2017년 5월,42
CUB,2017년 6월,32
CUB,2017년 7월,24
CUB,2017년 8월,32
CUB,2017년 9월,42
CUB,2017년 10월,8
CUB,2017년 11월,300
CUB,2017년 12월,71
CUB,2018년 1월,3
CUB,2018년 2월,9
CUB,2018년 3월,7
CUB,2018년 4월,22
CUB,2018년 5월,28
CUB,2018년 6월,6
CRI,2015년 1월,2
CRI,2016년 1월,2
CRI,2017년 9월,1
CRI,2018년 1월,1
CRI,2018년 4월,1
COM,2018년 2월,4
COL,2016년 1월,9
COL,2016년 2월,4
COL,2016년 6월,6
COL,2016년 9월,2
COL,2016년 11월,2
COL,2017년 3월,14
COL,2017년 5월,1
COL,2017년 6월,3
COL,2017년 8월,9
COL,2017년 9월,6
COL,2017년 10월,1
COL,2017년 11월,4
COL,2017년 12월,7
COL,2018년 1월,4
COL,2018년 2월,11
COG,2015년 6월,1
COG,2015년 8월,5
COG,2015년 10월,1
COG,2016년 1월,7
COG,2016년 2월,4
COG,2016년 4월,2
COG,2016년 5월,1
COG,2016년 8월,2
COG,2016년 11월,1
COG,2017년 5월,9
COG,2017년 6월,3
COG,2017년 10월,4
COG,2018년 3월,4
COD,2015년 3월,2
COD,2015년 8월,7
COD,2016년 3월,1
COD,2016년 5월,12
COD,2016년 6월,4
COD,2016년 8월,26
COD,2016년 10월,2
COD,2017년 3월,1
COD,2017년 9월,1
COD,2017년 10월,8
COD,2017년 11월,4
COD,2017년 12월,1
CIV,2016년 1월,1
CIV,2016년 11월,1
CIV,2017년 11월,2
CHN,2015년 1월,598
CHN,2015년 2월,286
CHN,2015년 3월,583
CHN,2015년 4월,671
CHN,2015년 5월,699
CHN,2015년 6월,448
CHN,2015년 7월,521
CHN,2015년 8월,630
CHN,2015년 9월,1182
CHN,2015년 10월,1265
CHN,2015년 11월,567
CHN,2015년 12월,1266
CHN,2016년 1월,3742
CHN,2016년 2월,3640
CHN,2016년 3월,2381
CHN,2016년 4월,2256
CHN,2016년 5월,1064
CHN,2016년 6월,1481
CHN,2016년 7월,1003
CHN,2016년 8월,945
CHN,2016년 9월,2762
CHN,2016년 10월,861
CHN,2016년 11월,765
CHN,2016년 12월,698
CHN,2017년 1월,1018
CHN,2017년 2월,3147
CHN,2017년 3월,4065
CHN,2017년 4월,9704
CHN,2017년 5월,3596
CHN,2017년 6월,2400
CHN,2017년 7월,4181
CHN,2017년 8월,5357
CHN,2017년 9월,6414
CHN,2017년 10월,2451
CHN,2017년 11월,4479
CHN,2017년 12월,2954
CHN,2018년 1월,1483
CHN,2018년 2월,778
CHN,2018년 3월,3575
CHN,2018년 4월,2601
CHN,2018년 5월,4635
CHN,2018년 6월,1003
CHL,2015년 6월,1
CHL,2015년 7월,3
CHL,2015년 10월,3
CHL,2015년 12월,10
CHL,2016년 2월,8
CHL,2016년 9월,4
CHL,2016년 11월,3
CHL,2017년 3월,5
CHL,2017년 8월,117
CHL,2017년 9월,8
CHL,2017년 10월,4
CHL,2018년 1월,6
CHL,2018년 3월,2
CHL,2018년 4월,1
CHE,2015년 1월,9
CHE,2015년 2월,15
CHE,2015년 3월,46
CHE,2015년 4월,7
CHE,2015년 5월,5
CHE,2015년 6월,18
CHE,2015년 7월,16
CHE,2015년 8월,10
CHE,2015년 9월,8
CHE,2015년 10월,2
CHE,2015년 11월,8
CHE,2015년 12월,8
CHE,2016년 1월,81
CHE,2016년 2월,22
CHE,2016년 3월,78
CHE,2016년 4월,31
CHE,2016년 5월,79
CHE,2016년 6월,5
CHE,2016년 7월,27
CHE,2016년 8월,9
CHE,2016년 9월,26
CHE,2016년 10월,9
CHE,2016년 11월,62
CHE,2016년 12월,14
CHE,2017년 1월,7
CHE,2017년 2월,102
CHE,2017년 3월,21
CHE,2017년 4월,29
CHE,2017년 5월,17
CHE,2017년 6월,5
CHE,2017년 7월,12
CHE,2017년 8월,33
CHE,2017년 9월,209
CHE,2017년 10월,67
CHE,2017년 11월,14
CHE,2017년 12월,9
CHE,2018년 1월,27
CHE,2018년 2월,12
CHE,2018년 3월,108
CHE,2018년 4월,43
CHE,2018년 5월,44
CHE,2018년 6월,25
CAN,2015년 1월,42
CAN,2015년 2월,10
CAN,2015년 3월,351
CAN,2015년 4월,8
CAN,2015년 5월,12
CAN,2015년 6월,18
CAN,2015년 7월,49
CAN,2015년 8월,58
CAN,2015년 9월,22
CAN,2015년 10월,35
CAN,2015년 11월,38
CAN,2015년 12월,423
CAN,2016년 1월,180
CAN,2016년 2월,66
CAN,2016년 3월,84
CAN,2016년 4월,75
CAN,2016년 5월,18
CAN,2016년 6월,36
CAN,2016년 7월,6
CAN,2016년 8월,15
CAN,2016년 9월,26
CAN,2016년 10월,30
CAN,2016년 11월,93
CAN,2016년 12월,148
CAN,2017년 1월,15
CAN,2017년 2월,21
CAN,2017년 3월,40
CAN,2017년 4월,77
CAN,2017년 5월,37
CAN,2017년 6월,100
CAN,2017년 7월,48
CAN,2017년 8월,907
CAN,2017년 9월,157
CAN,2017년 10월,121
CAN,2017년 11월,248
CAN,2017년 12월,467
CAN,2018년 1월,621
CAN,2018년 2월,32
CAN,2018년 3월,83
CAN,2018년 4월,213
CAN,2018년 5월,88
CAN,2018년 6월,604
CAF,2015년 10월,4
CAF,2017년 7월,1
CAF,2018년 1월,2
CAF,2018년 3월,1
BWA,2015년 7월,3
BWA,2016년 1월,3
BWA,2016년 2월,3
BWA,2016년 3월,7
BWA,2016년 4월,1
BWA,2016년 7월,12
BWA,2016년 9월,20
BWA,2016년 11월,1
BWA,2017년 2월,2
BWA,2017년 9월,6
BWA,2017년 10월,13
BWA,2017년 11월,7
BWA,2017년 12월,2
BTN,2015년 8월,2
BTN,2015년 9월,1
BTN,2015년 12월,2
BTN,2017년 9월,4
BRN,2015년 4월,6
BRN,2015년 5월,3
BRN,2015년 6월,9
BRN,2015년 7월,4
BRN,2015년 8월,9
BRN,2016년 1월,17
BRN,2016년 2월,5
BRN,2016년 3월,2
BRN,2016년 4월,2
BRN,2016년 5월,2
BRN,2016년 6월,8
BRN,2016년 7월,3
BRN,2016년 9월,4
BRN,2016년 10월,2
BRN,2016년 11월,8
BRN,2016년 12월,2
BRN,2017년 1월,17
BRN,2017년 2월,6
BRN,2017년 3월,14
BRN,2017년 4월,20
BRN,2017년 5월,7
BRN,2017년 7월,5
BRN,2017년 8월,19
BRN,2017년 9월,4
BRN,2017년 10월,14
BRN,2017년 11월,18
BRN,2017년 12월,4
BRN,2018년 1월,4
BRN,2018년 2월,10
BRN,2018년 5월,2
BRN,2018년 6월,1
BRB,2016년 11월,1
BRB,2017년 4월,2
BRB,2017년 8월,4
BRB,2017년 9월,1
BRB,2017년 10월,3
BRB,2018년 5월,2
BRA,2015년 1월,10
BRA,2015년 3월,3
BRA,2015년 4월,3
BRA,2015년 5월,28
BRA,2015년 6월,7
BRA,2015년 8월,5
BRA,2015년 10월,3
BRA,2015년 12월,2
BRA,2016년 1월,33
BRA,2016년 2월,2
BRA,2016년 3월,8
BRA,2016년 4월,2
BRA,2016년 5월,1
BRA,2016년 7월,2
BRA,2016년 8월,3
BRA,2016년 9월,3
BRA,2016년 10월,3
BRA,2016년 11월,1
BRA,2017년 1월,3
BRA,2017년 2월,3
BRA,2017년 4월,2
BRA,2017년 5월,3
BRA,2017년 8월,18
BRA,2017년 9월,15
BRA,2017년 10월,10
BRA,2017년 11월,2
BRA,2018년 1월,6
BRA,2018년 2월,2
BRA,2018년 4월,8
BRA,2018년 5월,29
BRA,2018년 6월,8
BOL,2016년 6월,1
BOL,2016년 8월,8
BOL,2016년 9월,1
BOL,2016년 11월,1
BOL,2017년 6월,1
BOL,2017년 8월,10
BOL,2017년 9월,13
BOL,2018년 2월,3
BOL,2018년 5월,2
BMU,2016년 5월,1
BMU,2016년 8월,2
BMU,2017년 11월,3
BLZ,2017년 3월,4
BLZ,2017년 9월,2
BLR,2015년 3월,45
BLR,2015년 4월,7
BLR,2015년 5월,2
BLR,2015년 7월,1
BLR,2015년 9월,3
BLR,2015년 10월,6
BLR,2016년 1월,3
BLR,2016년 2월,5
BLR,2016년 7월,2
BLR,2016년 9월,26
BLR,2016년 10월,3
BLR,2016년 11월,2
BLR,2017년 1월,1
BLR,2017년 2월,1
BLR,2017년 3월,1
BLR,2017년 5월,1
BLR,2017년 8월,8
BLR,2017년 9월,5
BLR,2017년 10월,2
BLR,2017년 11월,8
BLR,2018년 4월,2
BLR,2018년 5월,3
BLR,2018년 6월,2
BHS,2018년 4월,4
BHR,2015년 5월,5
BHR,2016년 1월,3
BHR,2016년 3월,2
BHR,2016년 9월,4
BHR,2016년 12월,2
BHR,2017년 2월,11
BHR,2017년 7월,3
BHR,2017년 8월,2
BHR,2017년 9월,6
BHR,2017년 11월,14
BHR,2018년 4월,5
BHR,2018년 5월,1
BGR,2015년 3월,2
BGR,2015년 4월,1
BGR,2016년 1월,5
BGR,2016년 2월,3
BGR,2016년 6월,5
BGR,2016년 8월,14
BGR,2016년 9월,2
BGR,2016년 10월,1
BGR,2017년 3월,4
BGR,2017년 5월,12
BGR,2017년 8월,7
BGR,2017년 9월,32
BGR,2017년 11월,6
BGR,2018년 1월,13
BGR,2018년 3월,2
BGR,2018년 4월,2
BGD,2015년 1월,1
BGD,2015년 2월,2
BGD,2015년 3월,155
BGD,2015년 4월,6
BGD,2015년 5월,2
BGD,2015년 7월,1
BGD,2015년 8월,1
BGD,2015년 9월,2
BGD,2015년 10월,4
BGD,2016년 1월,25
BGD,2016년 2월,6
BGD,2016년 3월,1
BGD,2016년 4월,2
BGD,2016년 5월,32
BGD,2016년 6월,9
BGD,2016년 7월,10
BGD,2016년 8월,75
BGD,2016년 9월,13
BGD,2016년 10월,4
BGD,2016년 11월,2
BGD,2016년 12월,3
BGD,2017년 1월,9
BGD,2017년 2월,12
BGD,2017년 3월,20
BGD,2017년 4월,25
BGD,2017년 5월,36
BGD,2017년 6월,3
BGD,2017년 7월,33
BGD,2017년 8월,18
BGD,2017년 9월,50
BGD,2017년 10월,6
BGD,2017년 11월,19
BGD,2017년 12월,3
BGD,2018년 1월,8
BGD,2018년 2월,1
BGD,2018년 3월,12
BGD,2018년 4월,6
BGD,2018년 5월,3
BFA,2016년 4월,1
BFA,2017년 12월,97
BFA,2018년 1월,7
BEN,2015년 3월,3
BEN,2015년 7월,2
BEN,2016년 1월,3
BEN,2017년 3월,3
BEN,2017년 9월,6
BEN,2017년 12월,2
BEL,2015년 4월,1
BEL,2015년 7월,2
BEL,2015년 8월,2
BEL,2016년 1월,3
BEL,2016년 2월,18
BEL,2016년 3월,22
BEL,2016년 4월,5
BEL,2016년 5월,2
BEL,2016년 6월,5
BEL,2016년 7월,7
BEL,2016년 8월,2
BEL,2016년 9월,1
BEL,2016년 11월,7
BEL,2016년 12월,7
BEL,2017년 1월,3
BEL,2017년 2월,8
BEL,2017년 3월,1
BEL,2017년 4월,17
BEL,2017년 5월,9
BEL,2017년 6월,1
BEL,2017년 7월,15
BEL,2017년 8월,23
BEL,2017년 9월,43
BEL,2017년 10월,26
BEL,2017년 11월,13
BEL,2017년 12월,22
BEL,2018년 1월,1
BEL,2018년 2월,4
BEL,2018년 3월,15
BEL,2018년 4월,29
BEL,2018년 5월,13
BDI,2015년 5월,2
BDI,2016년 5월,2
BDI,2016년 6월,9
BDI,2017년 4월,7
BDI,2018년 3월,6
AZE,2015년 3월,3
AZE,2015년 6월,1
AZE,2015년 8월,1
AZE,2015년 9월,2
AZE,2015년 10월,2
AZE,2016년 1월,5
AZE,2016년 2월,8
AZE,2016년 4월,1
AZE,2016년 5월,1
AZE,2016년 10월,2
AZE,2016년 11월,2
AZE,2017년 4월,1
AZE,2017년 9월,2
AZE,2018년 2월,4
AZE,2018년 4월,26
AZE,2018년 5월,2
AUT,2015년 2월,2
AUT,2015년 3월,10
AUT,2015년 6월,2
AUT,2015년 7월,2
AUT,2015년 8월,9
AUT,2015년 9월,2
AUT,2015년 10월,3
AUT,2015년 12월,3
AUT,2016년 1월,65
AUT,2016년 2월,1
AUT,2016년 4월,4
AUT,2016년 5월,12
AUT,2016년 6월,8
AUT,2016년 8월,2
AUT,2016년 9월,19
AUT,2016년 12월,3
AUT,2017년 3월,10
AUT,2017년 4월,1
AUT,2017년 5월,3
AUT,2017년 6월,2
AUT,2017년 8월,5
AUT,2017년 9월,11
AUT,2017년 10월,1
AUT,2017년 11월,2
AUT,2017년 12월,31
AUT,2018년 1월,4
AUT,2018년 2월,3
AUT,2018년 3월,3
AUT,2018년 4월,8
AUT,2018년 5월,7
AUT,2018년 6월,2
AUS,2015년 1월,9
AUS,2015년 2월,32
AUS,2015년 3월,7
AUS,2015년 4월,9
AUS,2015년 5월,19
AUS,2015년 6월,11
AUS,2015년 7월,29
AUS,2015년 8월,15
AUS,2015년 9월,18
AUS,2015년 10월,12
AUS,2015년 11월,10
AUS,2016년 1월,111
AUS,2016년 2월,91
AUS,2016년 3월,45
AUS,2016년 4월,37
AUS,2016년 5월,33
AUS,2016년 6월,10
AUS,2016년 7월,35
AUS,2016년 8월,52
AUS,2016년 9월,52
AUS,2016년 10월,10
AUS,2016년 11월,20
AUS,2016년 12월,16
AUS,2017년 1월,28
AUS,2017년 2월,35
AUS,2017년 3월,55
AUS,2017년 4월,600
AUS,2017년 5월,245
AUS,2017년 6월,104
AUS,2017년 7월,129
AUS,2017년 8월,383
AUS,2017년 9월,305
AUS,2017년 10월,234
AUS,2017년 11월,148
AUS,2017년 12월,306
AUS,2018년 1월,57
AUS,2018년 2월,67
AUS,2018년 3월,103
AUS,2018년 4월,89
AUS,2018년 5월,96
AUS,2018년 6월,20
ASA,2016년 6월,11
ASA,2016년 11월,1
ASA,2017년 4월,1
ASA,2017년 9월,2
ASA,2017년 10월,3
ASA,2018년 3월,9
ARM,2015년 4월,1
ARM,2015년 9월,2
ARM,2015년 10월,1
ARM,2016년 1월,1
ARM,2016년 2월,26
ARM,2016년 4월,2
ARM,2016년 5월,4
ARM,2016년 7월,20
ARM,2016년 9월,5
ARM,2016년 11월,1
ARM,2017년 2월,6
ARM,2017년 4월,8
ARM,2017년 7월,5
ARM,2017년 9월,5
ARM,2017년 10월,1
ARM,2017년 11월,5
ARM,2017년 12월,1
ARM,2018년 2월,1
ARM,2018년 3월,5
ARM,2018년 4월,4
ARM,2018년 5월,1
ARG,2015년 10월,1
ARG,2016년 1월,4
ARG,2016년 2월,4
ARG,2016년 4월,2
ARG,2016년 5월,5
ARG,2016년 6월,1
ARG,2016년 7월,3
ARG,2016년 11월,1
ARG,2016년 12월,1
ARG,2017년 2월,1
ARG,2017년 4월,18
ARG,2017년 5월,7
ARG,2017년 7월,2
ARG,2017년 8월,6
ARG,2017년 9월,2
ARG,2017년 10월,17
ARG,2017년 11월,15
ARG,2017년 12월,3
ARG,2018년 1월,1
ARG,2018년 2월,3
ARG,2018년 3월,4
ARG,2018년 5월,1
ARE,2015년 1월,2
ARE,2015년 3월,6
ARE,2015년 9월,1
ARE,2015년 11월,3
ARE,2016년 1월,3
ARE,2016년 3월,22
ARE,2016년 4월,2
ARE,2016년 6월,3
ARE,2016년 7월,1
ARE,2016년 8월,7
ARE,2016년 9월,4
ARE,2016년 11월,1
ARE,2016년 12월,2
ARE,2017년 1월,2
ARE,2017년 2월,35
ARE,2017년 3월,6
ARE,2017년 8월,13
ARE,2017년 9월,15
ARE,2017년 10월,18
ARE,2017년 11월,4
ARE,2017년 12월,2
ARE,2018년 1월,10
ARE,2018년 3월,3
ARE,2018년 4월,3
ARE,2018년 5월,2
ARE,2018년 6월,7
ALB,2016년 1월,4
ALB,2016년 3월,2
ALB,2016년 5월,4
ALB,2017년 3월,1
ALB,2017년 8월,1
ALB,2017년 9월,3
ALB,2018년 1월,5
AIA,2017년 9월,2
AGO,2015년 2월,2
AGO,2015년 4월,2
AGO,2015년 5월,2
AGO,2015년 6월,5
AGO,2015년 7월,4
AGO,2015년 8월,6
AGO,2015년 9월,4
AGO,2015년 11월,12
AGO,2015년 12월,18
AGO,2016년 3월,6
AGO,2016년 4월,7
AGO,2016년 5월,3
AGO,2016년 6월,2
AGO,2016년 7월,9
AGO,2016년 8월,21
AGO,2016년 9월,61
AGO,2016년 12월,3
AGO,2017년 1월,1
AGO,2017년 2월,4
AGO,2017년 3월,5
AGO,2017년 4월,8
AGO,2017년 5월,2
AGO,2017년 9월,2
AGO,2017년 10월,3
AGO,2017년 11월,14
AGO,2017년 12월,3
AGO,2018년 2월,4
AGO,2018년 3월,4
AGO,2018년 5월,6
AFR,2015년 2월,10
AFR,2015년 4월,11
AFR,2015년 5월,10
AFR,2015년 6월,9
AFR,2015년 7월,4
AFR,2015년 8월,6
AFR,2015년 9월,4
AFR,2015년 10월,5
AFR,2015년 11월,5
AFR,2015년 12월,15
AFR,2016년 1월,29
AFR,2016년 2월,12
AFR,2016년 3월,16
AFR,2016년 4월,3
AFR,2016년 5월,30
AFR,2016년 6월,33
AFR,2016년 7월,28
AFR,2016년 8월,16
AFR,2016년 9월,22
AFR,2016년 11월,8
AFR,2016년 12월,6
AFR,2017년 1월,19
AFR,2017년 2월,3
AFR,2017년 3월,59
AFR,2017년 4월,3
AFR,2017년 5월,13
AFR,2017년 6월,1
AFR,2017년 7월,7
AFR,2017년 8월,12
AFR,2017년 9월,49
AFR,2017년 10월,32
AFR,2017년 11월,20
AFR,2017년 12월,4
AFR,2018년 1월,25
AFR,2018년 2월,15
AFR,2018년 3월,112
AFR,2018년 4월,3
AFR,2018년 5월,8
AFR,2018년 6월,3
AFG,2015년 1월,3
AFG,2015년 3월,2
AFG,2015년 4월,1
AFG,2015년 8월,3
AFG,2015년 10월,3
AFG,2015년 12월,3
AFG,2016년 1월,13
AFG,2016년 2월,30
AFG,2016년 3월,1
AFG,2016년 5월,9
AFG,2016년 6월,4
AFG,2016년 7월,4
AFG,2016년 8월,3
AFG,2016년 10월,3
AFG,2016년 11월,8
AFG,2016년 12월,7
AFG,2017년 1월,4
AFG,2017년 2월,5
AFG,2017년 3월,10
AFG,2017년 4월,188
AFG,2017년 5월,14
AFG,2017년 6월,23
AFG,2017년 7월,14
AFG,2017년 8월,55
AFG,2017년 9월,128
AFG,2017년 10월,23
AFG,2017년 11월,16
AFG,2017년 12월,10
AFG,2018년 1월,3
AFG,2018년 2월,13
AFG,2018년 3월,10
AFG,2018년 4월,7
AFG,2018년 5월,8
NC,2015년 1월,1763
NC,2015년 2월,1375
NC,2015년 3월,2416
NC,2015년 4월,1790
NC,2015년 5월,2592
NC,2015년 6월,1384
NC,2015년 7월,1922
NC,2015년 8월,2879
NC,2015년 9월,1738
NC,2015년 10월,2154
NC,2015년 11월,2231
NC,2015년 12월,2236
NC,2016년 1월,5878
NC,2016년 2월,6857
NC,2016년 3월,6678
NC,2016년 4월,4555
NC,2016년 5월,3479
NC,2016년 6월,3119
NC,2016년 7월,2254
NC,2016년 8월,2940
NC,2016년 9월,4705
NC,2016년 10월,2554
NC,2016년 11월,1974
NC,2016년 12월,2259
NC,2017년 1월,2598
NC,2017년 2월,6944
NC,2017년 3월,8108
NC,2017년 4월,13080
NC,2017년 5월,8075
NC,2017년 6월,6807
NC,2017년 7월,7579
NC,2017년 8월,13186
NC,2017년 9월,14858
NC,2017년 10월,8351
NC,2017년 11월,9028
NC,2017년 12월,8067
NC,2018년 1월,5649
NC,2018년 2월,4787
NC,2018년 3월,8823
NC,2018년 4월,7142
NC,2018년 5월,14348
NC,2018년 6월,4497